order_number,product_id,customer_id,order_date,quantity,price,shipping_date,due_date,sales_amount,store_id
SO50343,704,28878,4/2/2023,3,579,4/4/2023,4/16/2023,1737,82
SO50344,1260,17516,5/8/2023,5,71,5/10/2023,5/22/2023,355,82
SO50345,1033,16462,7/22/2023,5,752,7/24/2023,8/5/2023,3760,7
SO50346,1701,31788,4/8/2023,3,328,4/10/2023,4/22/2023,984,67
SO50347,1850,18123,12/13/2023,2,612,12/15/2023,12/27/2023,1224,44
SO50348,960,31701,4/26/2023,3,874,4/28/2023,5/10/2023,2622,53
SO50349,1734,24866,6/27/2023,1,660,6/29/2023,7/11/2023,660,36
SO50350,1078,12035,9/26/2023,2,889,9/28/2023,10/10/2023,1778,90
SO50351,1522,32630,2/18/2023,1,268,2/20/2023,3/4/2023,268,99
SO50352,1308,25346,1/1/2024,2,772,1/3/2024,1/15/2024,1544,89
SO50353,4402,17854,7/22/2023,2,176,7/24/2023,8/5/2023,352,26
SO50354,987,20717,9/22/2023,5,660,9/24/2023,10/6/2023,3300,44
SO50355,2197,31677,3/23/2023,2,815,3/25/2023,4/6/2023,1630,41
SO50356,1099,15248,12/7/2023,2,909,12/9/2023,12/21/2023,1818,78
SO50357,4022,26593,11/20/2023,3,94,11/22/2023,12/4/2023,282,54
SO50358,3616,12047,2/24/2023,4,253,2/26/2023,3/10/2023,1012,59
SO50359,3265,17924,4/16/2023,4,28,4/18/2023,4/30/2023,112,48
SO50360,968,32523,1/10/2023,2,536,1/12/2023,1/24/2023,1072,11
SO50361,3364,20306,10/14/2023,1,568,10/16/2023,10/28/2023,568,36
SO50362,3029,10588,6/1/2023,4,784,6/3/2023,6/15/2023,3136,43
SO50363,633,24080,10/25/2023,5,471,10/27/2023,11/8/2023,2355,32
SO50364,4810,25067,6/11/2023,2,978,6/13/2023,6/25/2023,1956,95
SO50365,1251,16026,1/12/2023,1,957,1/14/2023,1/26/2023,957,70
SO50366,4442,31944,10/6/2023,1,36,10/8/2023,10/20/2023,36,81
SO50367,1871,11880,6/27/2023,2,693,6/29/2023,7/11/2023,1386,66
SO50368,3862,26262,4/30/2023,3,780,5/2/2023,5/14/2023,2340,34
SO50369,4071,29484,4/22/2023,5,656,4/24/2023,5/6/2023,3280,6
SO50370,2024,32715,12/15/2023,5,551,12/17/2023,12/29/2023,2755,33
SO50371,4321,34842,2/27/2023,1,960,3/1/2023,3/13/2023,960,82
SO50372,934,20923,10/2/2023,1,922,10/4/2023,10/16/2023,922,41
SO50373,1121,33487,4/7/2023,3,459,4/9/2023,4/21/2023,1377,16
SO50374,4877,20758,5/7/2023,2,724,5/9/2023,5/21/2023,1448,81
SO50375,2245,11311,7/8/2023,3,785,7/10/2023,7/22/2023,2355,87
SO50376,5263,18423,4/8/2023,5,170,4/10/2023,4/22/2023,850,77
SO50377,2242,32117,5/18/2023,1,51,5/20/2023,6/1/2023,51,30
SO50378,2469,15084,10/8/2023,3,941,10/10/2023,10/22/2023,2823,11
SO50379,1941,33525,5/23/2023,2,650,5/25/2023,6/6/2023,1300,13
SO50380,959,27830,6/8/2023,3,125,6/10/2023,6/22/2023,375,70
SO50381,1261,15996,4/16/2023,5,893,4/18/2023,4/30/2023,4465,49
SO50382,2855,25262,9/17/2023,1,142,9/19/2023,10/1/2023,142,64
SO50383,2718,30282,5/14/2023,3,674,5/16/2023,5/28/2023,2022,25
SO50384,1266,21611,6/4/2023,3,536,6/6/2023,6/18/2023,1608,79
SO50385,4543,27183,12/7/2023,3,316,12/9/2023,12/21/2023,948,76
SO50386,3402,21769,10/1/2023,5,738,10/3/2023,10/15/2023,3690,67
SO50387,1452,33885,8/19/2023,2,560,8/21/2023,9/2/2023,1120,71
SO50388,1420,19697,11/20/2023,2,817,11/22/2023,12/4/2023,1634,80
SO50389,5212,20240,9/14/2023,4,96,9/16/2023,9/28/2023,384,94
SO50390,2723,29172,3/27/2023,3,709,3/29/2023,4/10/2023,2127,79
SO50391,3131,14670,7/6/2023,2,183,7/8/2023,7/20/2023,366,14
SO50392,726,30215,1/1/2023,2,86,1/3/2023,1/15/2023,172,11
SO50393,4349,19899,10/13/2023,2,168,10/15/2023,10/27/2023,336,9
SO50394,1810,15792,1/27/2023,1,58,1/29/2023,2/10/2023,58,18
SO50395,2972,33476,6/11/2023,3,221,6/13/2023,6/25/2023,663,71
SO50396,1535,25844,10/23/2023,4,173,10/25/2023,11/6/2023,692,75
SO50397,2712,33424,10/30/2023,5,288,11/1/2023,11/13/2023,1440,63
SO50398,1509,25045,2/4/2023,2,576,2/6/2023,2/18/2023,1152,9
SO50399,1342,31917,4/9/2023,5,748,4/11/2023,4/23/2023,3740,85
SO50400,1058,28623,8/28/2023,4,788,8/30/2023,9/11/2023,3152,50
SO50401,3624,16040,4/4/2023,5,422,4/6/2023,4/18/2023,2110,14
SO50402,580,11022,6/19/2023,4,181,6/21/2023,7/3/2023,724,62
SO50403,4580,15209,12/13/2023,3,235,12/15/2023,12/27/2023,705,26
SO50404,2807,15935,1/4/2023,4,42,1/6/2023,1/18/2023,168,48
SO50405,3396,22879,2/2/2023,4,275,2/4/2023,2/16/2023,1100,40
SO50406,1858,19872,6/7/2023,2,850,6/9/2023,6/21/2023,1700,18
SO50407,2052,24077,7/19/2023,1,291,7/21/2023,8/2/2023,291,84
SO50408,4554,12486,11/10/2023,4,778,11/12/2023,11/24/2023,3112,25
SO50409,2205,14477,2/6/2023,2,650,2/8/2023,2/20/2023,1300,64
SO50410,4264,24358,2/22/2023,3,836,2/24/2023,3/8/2023,2508,43
SO50411,1889,12036,9/13/2023,1,363,9/15/2023,9/27/2023,363,75
SO50412,4335,19958,1/12/2023,5,290,1/14/2023,1/26/2023,1450,87
SO50413,3792,18925,2/19/2023,1,122,2/21/2023,3/5/2023,122,67
SO50414,3271,13938,2/5/2023,4,267,2/7/2023,2/19/2023,1068,96
SO50415,3768,11351,7/25/2023,2,329,7/27/2023,8/8/2023,658,32
SO50416,3189,25724,6/9/2023,5,191,6/11/2023,6/23/2023,955,68
SO50417,5391,30406,5/6/2023,2,898,5/8/2023,5/20/2023,1796,76
SO50418,3488,21655,4/6/2023,3,707,4/8/2023,4/20/2023,2121,88
SO50419,2271,28474,10/30/2023,2,245,11/1/2023,11/13/2023,490,67
SO50420,5476,26716,8/31/2023,1,638,9/2/2023,9/14/2023,638,29
SO50421,4774,16778,7/27/2023,2,511,7/29/2023,8/10/2023,1022,59
SO50422,3366,31242,7/16/2023,1,205,7/18/2023,7/30/2023,205,91
SO50423,832,15361,12/31/2023,4,214,1/2/2024,1/14/2024,856,59
SO50424,971,20119,11/17/2023,2,297,11/19/2023,12/1/2023,594,23
SO50425,782,31589,5/7/2023,4,764,5/9/2023,5/21/2023,3056,86
SO50426,4838,30290,8/25/2023,4,315,8/27/2023,9/8/2023,1260,79
SO50427,1971,21245,3/24/2023,4,985,3/26/2023,4/7/2023,3940,100
SO50428,3909,30954,3/11/2023,2,807,3/13/2023,3/25/2023,1614,83
SO50429,1720,29039,9/24/2023,4,43,9/26/2023,10/8/2023,172,30
SO50430,4846,12932,6/22/2023,3,459,6/24/2023,7/6/2023,1377,57
SO50431,3275,33424,7/2/2023,3,829,7/4/2023,7/16/2023,2487,22
SO50432,2040,14590,1/1/2024,2,266,1/3/2024,1/15/2024,532,50
SO50433,1196,10999,9/21/2023,5,522,9/23/2023,10/5/2023,2610,29
SO50434,4926,31969,9/1/2023,4,857,9/3/2023,9/15/2023,3428,80
SO50435,4913,18759,8/29/2023,1,806,8/31/2023,9/12/2023,806,64
SO50436,1650,29961,7/29/2023,5,870,7/31/2023,8/12/2023,4350,93
SO50437,1341,31714,10/3/2023,2,594,10/5/2023,10/17/2023,1188,65
SO50438,2793,33243,12/14/2023,4,304,12/16/2023,12/28/2023,1216,4
SO50439,502,19730,5/23/2023,2,888,5/25/2023,6/6/2023,1776,36
SO50440,1797,14045,2/23/2023,2,562,2/25/2023,3/9/2023,1124,15
SO50441,3000,21156,12/12/2023,1,988,12/14/2023,12/26/2023,988,93
SO50442,4394,19529,3/13/2023,3,224,3/15/2023,3/27/2023,672,5
SO50443,3991,32006,10/18/2023,1,103,10/20/2023,11/1/2023,103,27
SO50444,3568,14479,3/17/2023,3,46,3/19/2023,3/31/2023,138,65
SO50445,3752,18401,4/7/2023,5,246,4/9/2023,4/21/2023,1230,34
SO50446,5068,33172,4/21/2023,4,945,4/23/2023,5/5/2023,3780,83
SO50447,3494,33128,5/13/2023,4,933,5/15/2023,5/27/2023,3732,4
SO50448,5042,16998,1/29/2023,2,477,1/31/2023,2/12/2023,954,20
SO50449,1317,30655,10/27/2023,1,415,10/29/2023,11/10/2023,415,69
SO50450,3458,10501,1/5/2023,5,665,1/7/2023,1/19/2023,3325,18
SO50451,2100,30293,6/11/2023,1,312,6/13/2023,6/25/2023,312,43
SO50452,5468,31634,6/14/2023,1,433,6/16/2023,6/28/2023,433,94
SO50453,4563,27870,2/20/2023,4,583,2/22/2023,3/6/2023,2332,80
SO50454,1725,16727,2/15/2023,5,648,2/17/2023,3/1/2023,3240,63
SO50455,5128,10786,4/4/2023,3,150,4/6/2023,4/18/2023,450,48
SO50456,3808,33594,1/17/2023,2,291,1/19/2023,1/31/2023,582,47
SO50457,4247,24810,1/29/2023,3,560,1/31/2023,2/12/2023,1680,66
SO50458,4979,12442,4/27/2023,4,386,4/29/2023,5/11/2023,1544,78
SO50459,5060,14609,1/5/2023,3,275,1/7/2023,1/19/2023,825,39
SO50460,3071,18134,5/11/2023,5,712,5/13/2023,5/25/2023,3560,43
SO50461,1260,19084,6/29/2023,3,771,7/1/2023,7/13/2023,2313,5
SO50462,4644,19767,9/11/2023,4,388,9/13/2023,9/25/2023,1552,67
SO50463,3731,13754,11/9/2023,3,559,11/11/2023,11/23/2023,1677,24
SO50464,2451,30137,12/25/2023,4,523,12/27/2023,1/8/2024,2092,72
SO50465,1529,27430,5/5/2023,3,126,5/7/2023,5/19/2023,378,82
SO50466,4237,11864,8/3/2023,2,445,8/5/2023,8/17/2023,890,10
SO50467,547,31457,3/22/2023,2,888,3/24/2023,4/5/2023,1776,4
SO50468,1024,11430,12/19/2023,4,448,12/21/2023,1/2/2024,1792,79
SO50469,3579,24620,5/6/2023,1,595,5/8/2023,5/20/2023,595,27
SO50470,5393,30009,12/12/2023,4,454,12/14/2023,12/26/2023,1816,28
SO50471,1855,29454,11/4/2023,2,85,11/6/2023,11/18/2023,170,60
SO50472,530,28593,10/28/2023,5,266,10/30/2023,11/11/2023,1330,85
SO50473,3221,23053,12/31/2023,3,557,1/2/2024,1/14/2024,1671,54
SO50474,678,26886,8/3/2023,3,82,8/5/2023,8/17/2023,246,59
SO50475,821,15811,9/26/2023,4,858,9/28/2023,10/10/2023,3432,6
SO50476,2693,14931,9/14/2023,2,737,9/16/2023,9/28/2023,1474,55
SO50477,4495,11853,6/9/2023,2,900,6/11/2023,6/23/2023,1800,51
SO50478,3041,13386,12/2/2023,2,605,12/4/2023,12/16/2023,1210,14
SO50479,4542,12142,8/10/2023,3,433,8/12/2023,8/24/2023,1299,89
SO50480,3468,12151,1/17/2023,4,950,1/19/2023,1/31/2023,3800,43
SO50481,2062,25615,1/6/2023,1,842,1/8/2023,1/20/2023,842,7
SO50482,1771,31241,5/28/2023,5,503,5/30/2023,6/11/2023,2515,76
SO50483,4433,15712,2/9/2023,4,403,2/11/2023,2/23/2023,1612,41
SO50484,3400,26341,8/20/2023,2,180,8/22/2023,9/3/2023,360,44
SO50485,3381,19240,8/17/2023,1,991,8/19/2023,8/31/2023,991,20
SO50486,1456,21920,7/3/2023,5,534,7/5/2023,7/17/2023,2670,14
SO50487,4961,26691,1/24/2023,2,222,1/26/2023,2/7/2023,444,91
SO50488,2333,21254,12/6/2023,1,132,12/8/2023,12/20/2023,132,55
SO50489,2215,17423,10/20/2023,4,714,10/22/2023,11/3/2023,2856,38
SO50490,3898,12252,8/13/2023,1,375,8/15/2023,8/27/2023,375,40
SO50491,3748,30082,5/4/2023,4,185,5/6/2023,5/18/2023,740,87
SO50492,3038,21243,6/3/2023,4,897,6/5/2023,6/17/2023,3588,66
SO50493,872,33868,7/4/2023,1,1000,7/6/2023,7/18/2023,1000,9
SO50494,1727,10275,1/1/2024,4,419,1/3/2024,1/15/2024,1676,93
SO50495,2723,20857,9/12/2023,1,983,9/14/2023,9/26/2023,983,94
SO50496,4115,27976,3/22/2023,1,702,3/24/2023,4/5/2023,702,32
SO50497,1145,23817,2/27/2023,2,738,3/1/2023,3/13/2023,1476,21
SO50498,2540,13286,4/3/2023,4,754,4/5/2023,4/17/2023,3016,29
SO50499,4419,17064,2/15/2023,4,294,2/17/2023,3/1/2023,1176,39
SO50500,3045,30875,7/28/2023,4,354,7/30/2023,8/11/2023,1416,73
SO50501,3479,16723,11/30/2023,1,576,12/2/2023,12/14/2023,576,18
SO50502,3125,24291,5/15/2023,4,180,5/17/2023,5/29/2023,720,81
SO50503,5276,18402,9/29/2023,5,966,10/1/2023,10/13/2023,4830,89
SO50504,4870,10650,12/1/2023,1,590,12/3/2023,12/15/2023,590,67
SO50505,1668,21974,9/20/2023,3,924,9/22/2023,10/4/2023,2772,89
SO50506,4118,34422,6/25/2023,2,78,6/27/2023,7/9/2023,156,92
SO50507,4311,28215,8/9/2023,4,96,8/11/2023,8/23/2023,384,60
SO50508,2666,18377,7/6/2023,5,585,7/8/2023,7/20/2023,2925,84
SO50509,4810,11722,4/15/2023,5,561,4/17/2023,4/29/2023,2805,9
SO50510,2918,30590,3/3/2023,3,416,3/5/2023,3/17/2023,1248,99
SO50511,4615,14177,2/25/2023,3,617,2/27/2023,3/11/2023,1851,46
SO50512,694,31987,8/21/2023,4,23,8/23/2023,9/4/2023,92,51
SO50513,3934,29497,1/3/2023,3,208,1/5/2023,1/17/2023,624,41
SO50514,2145,25412,6/22/2023,1,874,6/24/2023,7/6/2023,874,37
SO50515,2932,14794,6/10/2023,1,656,6/12/2023,6/24/2023,656,19
SO50516,4015,14618,5/15/2023,5,747,5/17/2023,5/29/2023,3735,50
SO50517,3506,30240,10/24/2023,5,630,10/26/2023,11/7/2023,3150,79
SO50518,5364,26907,11/3/2023,5,817,11/5/2023,11/17/2023,4085,85
SO50519,1729,10912,7/28/2023,2,583,7/30/2023,8/11/2023,1166,16
SO50520,992,21610,4/14/2023,5,390,4/16/2023,4/28/2023,1950,41
SO50521,734,22209,1/17/2023,4,584,1/19/2023,1/31/2023,2336,65
SO50522,2267,18083,7/10/2023,2,206,7/12/2023,7/24/2023,412,83
SO50523,5244,14195,6/9/2023,5,443,6/11/2023,6/23/2023,2215,56
SO50524,4694,15376,12/19/2023,1,56,12/21/2023,1/2/2024,56,22
SO50525,2869,29491,12/12/2023,3,690,12/14/2023,12/26/2023,2070,94
SO50526,2709,34092,4/19/2023,5,413,4/21/2023,5/3/2023,2065,49
SO50527,2700,19328,3/17/2023,2,339,3/19/2023,3/31/2023,678,61
SO50528,2332,22459,10/22/2023,4,553,10/24/2023,11/5/2023,2212,52
SO50529,5088,18743,12/27/2023,5,750,12/29/2023,1/10/2024,3750,22
SO50530,3016,20497,11/28/2023,3,759,11/30/2023,12/12/2023,2277,60
SO50531,3927,32800,10/18/2023,3,814,10/20/2023,11/1/2023,2442,80
SO50532,5082,30893,12/17/2023,1,250,12/19/2023,12/31/2023,250,82
SO50533,3240,30619,3/22/2023,4,75,3/24/2023,4/5/2023,300,85
SO50534,2689,30140,8/17/2023,3,802,8/19/2023,8/31/2023,2406,98
SO50535,4444,26536,5/1/2023,1,44,5/3/2023,5/15/2023,44,80
SO50536,1606,14802,9/19/2023,1,887,9/21/2023,10/3/2023,887,9
SO50537,1768,15098,3/28/2023,2,769,3/30/2023,4/11/2023,1538,95
SO50538,727,19170,5/8/2023,2,66,5/10/2023,5/22/2023,132,29
SO50539,5237,28239,12/12/2023,2,871,12/14/2023,12/26/2023,1742,88
SO50540,3884,24352,4/3/2023,3,736,4/5/2023,4/17/2023,2208,47
SO50541,4448,22840,4/22/2023,4,23,4/24/2023,5/6/2023,92,73
SO50542,1123,30665,9/17/2023,5,370,9/19/2023,10/1/2023,1850,70
SO50543,1860,11578,3/9/2023,5,600,3/11/2023,3/23/2023,3000,94
SO50544,845,12995,4/3/2023,3,171,4/5/2023,4/17/2023,513,22
SO50545,1080,34813,4/17/2023,1,873,4/19/2023,5/1/2023,873,22
SO50546,861,21551,5/2/2023,4,121,5/4/2023,5/16/2023,484,90
SO50547,4167,18494,8/14/2023,4,740,8/16/2023,8/28/2023,2960,77
SO50548,4542,27190,11/6/2023,3,28,11/8/2023,11/20/2023,84,55
SO50549,2650,21934,12/28/2023,3,396,12/30/2023,1/11/2024,1188,86
SO50550,4247,21768,8/13/2023,3,494,8/15/2023,8/27/2023,1482,74
SO50551,3471,26146,7/14/2023,1,485,7/16/2023,7/28/2023,485,11
SO50552,940,16403,9/6/2023,2,396,9/8/2023,9/20/2023,792,55
SO50553,4536,11333,6/2/2023,1,942,6/4/2023,6/16/2023,942,89
SO50554,4788,32407,10/24/2023,3,86,10/26/2023,11/7/2023,258,68
SO50555,4036,16433,9/24/2023,5,763,9/26/2023,10/8/2023,3815,88
SO50556,5085,32370,1/29/2023,4,77,1/31/2023,2/12/2023,308,95
SO50557,4618,20780,8/18/2023,1,346,8/20/2023,9/1/2023,346,96
SO50558,3478,23046,3/22/2023,1,468,3/24/2023,4/5/2023,468,56
SO50559,1386,27094,8/4/2023,4,703,8/6/2023,8/18/2023,2812,38
SO50560,5309,22282,2/7/2023,2,308,2/9/2023,2/21/2023,616,39
SO50561,2951,27803,12/25/2023,3,652,12/27/2023,1/8/2024,1956,37
SO50562,3400,12575,2/22/2023,5,301,2/24/2023,3/8/2023,1505,48
SO50563,2455,11049,7/9/2023,5,361,7/11/2023,7/23/2023,1805,65
SO50564,3054,20691,10/16/2023,1,730,10/18/2023,10/30/2023,730,82
SO50565,697,17964,2/18/2023,3,813,2/20/2023,3/4/2023,2439,44
SO50566,2237,33769,6/8/2023,3,987,6/10/2023,6/22/2023,2961,16
SO50567,1142,11839,6/28/2023,4,905,6/30/2023,7/12/2023,3620,10
SO50568,2507,23165,3/7/2023,5,972,3/9/2023,3/21/2023,4860,78
SO50569,2153,13140,4/30/2023,5,679,5/2/2023,5/14/2023,3395,37
SO50570,4352,26931,6/1/2023,4,221,6/3/2023,6/15/2023,884,38
SO50571,4027,18072,3/21/2023,5,286,3/23/2023,4/4/2023,1430,53
SO50572,4838,16564,5/22/2023,3,144,5/24/2023,6/5/2023,432,5
SO50573,1260,15596,3/19/2023,1,400,3/21/2023,4/2/2023,400,99
SO50574,3924,31957,5/20/2023,4,383,5/22/2023,6/3/2023,1532,71
SO50575,3566,18040,4/22/2023,2,950,4/24/2023,5/6/2023,1900,100
SO50576,1705,23472,3/9/2023,2,574,3/11/2023,3/23/2023,1148,29
SO50577,788,26779,5/18/2023,5,552,5/20/2023,6/1/2023,2760,35
SO50578,1497,12408,8/27/2023,4,328,8/29/2023,9/10/2023,1312,71
SO50579,4221,29457,10/20/2023,4,837,10/22/2023,11/3/2023,3348,45
SO50580,4859,14991,7/9/2023,1,213,7/11/2023,7/23/2023,213,80
SO50581,2485,15020,12/28/2023,2,63,12/30/2023,1/11/2024,126,1
SO50582,916,26497,11/8/2023,3,918,11/10/2023,11/22/2023,2754,63
SO50583,3802,33632,1/18/2023,5,841,1/20/2023,2/1/2023,4205,47
SO50584,4554,21918,6/15/2023,1,478,6/17/2023,6/29/2023,478,8
SO50585,3390,19174,10/25/2023,4,534,10/27/2023,11/8/2023,2136,25
SO50586,2671,15041,2/1/2023,2,623,2/3/2023,2/15/2023,1246,65
SO50587,2223,30196,10/31/2023,5,694,11/2/2023,11/14/2023,3470,55
SO50588,1968,26583,10/27/2023,1,790,10/29/2023,11/10/2023,790,46
SO50589,2777,12261,2/2/2023,1,346,2/4/2023,2/16/2023,346,46
SO50590,5181,23120,1/2/2023,5,303,1/4/2023,1/16/2023,1515,79
SO50591,2084,31141,2/15/2023,4,665,2/17/2023,3/1/2023,2660,51
SO50592,4355,31184,2/28/2023,1,607,3/2/2023,3/14/2023,607,53
SO50593,4126,21714,2/5/2023,1,558,2/7/2023,2/19/2023,558,40
SO50594,2252,17386,8/30/2023,2,114,9/1/2023,9/13/2023,228,40
SO50595,1887,16939,4/6/2023,5,478,4/8/2023,4/20/2023,2390,81
SO50596,1818,27746,1/31/2023,3,313,2/2/2023,2/14/2023,939,22
SO50597,3705,27792,9/15/2023,1,161,9/17/2023,9/29/2023,161,33
SO50598,4189,22053,2/20/2023,5,796,2/22/2023,3/6/2023,3980,92
SO50599,2445,30545,9/30/2023,3,623,10/2/2023,10/14/2023,1869,40
SO50600,648,26699,1/2/2023,3,197,1/4/2023,1/16/2023,591,63
SO50601,4446,20427,10/30/2023,3,202,11/1/2023,11/13/2023,606,47
SO50602,4396,21597,3/30/2023,4,171,4/1/2023,4/13/2023,684,5
SO50603,4062,29540,2/3/2023,4,592,2/5/2023,2/17/2023,2368,38
SO50604,3871,25069,12/23/2023,5,880,12/25/2023,1/6/2024,4400,34
SO50605,4272,19271,8/29/2023,5,867,8/31/2023,9/12/2023,4335,31
SO50606,4973,13024,5/12/2023,1,766,5/14/2023,5/26/2023,766,71
SO50607,3330,31881,7/22/2023,4,748,7/24/2023,8/5/2023,2992,55
SO50608,633,19946,4/2/2023,2,785,4/4/2023,4/16/2023,1570,8
SO50609,2045,22762,11/11/2023,3,77,11/13/2023,11/25/2023,231,85
SO50610,4844,16421,12/6/2023,4,715,12/8/2023,12/20/2023,2860,61
SO50611,3413,29595,8/8/2023,2,956,8/10/2023,8/22/2023,1912,16
SO50612,2862,27502,10/18/2023,5,341,10/20/2023,11/1/2023,1705,24
SO50613,4094,28404,1/16/2023,5,105,1/18/2023,1/30/2023,525,58
SO50614,3394,29330,3/30/2023,4,88,4/1/2023,4/13/2023,352,86
SO50615,511,14577,6/18/2023,4,189,6/20/2023,7/2/2023,756,76
SO50616,821,11293,7/17/2023,1,561,7/19/2023,7/31/2023,561,46
SO50617,5113,22010,8/24/2023,5,770,8/26/2023,9/7/2023,3850,43
SO50618,1451,10990,1/7/2023,2,205,1/9/2023,1/21/2023,410,20
SO50619,2413,30363,1/25/2023,2,175,1/27/2023,2/8/2023,350,70
SO50620,2269,31605,2/15/2023,3,827,2/17/2023,3/1/2023,2481,49
SO50621,1363,12799,1/29/2023,5,149,1/31/2023,2/12/2023,745,99
SO50622,5153,12499,12/1/2023,5,68,12/3/2023,12/15/2023,340,70
SO50623,649,25133,11/30/2023,2,810,12/2/2023,12/14/2023,1620,94
SO50624,1119,16873,2/19/2023,3,663,2/21/2023,3/5/2023,1989,50
SO50625,972,24073,6/24/2023,1,480,6/26/2023,7/8/2023,480,75
SO50626,3972,24248,5/31/2023,3,212,6/2/2023,6/14/2023,636,14
SO50627,721,16402,5/29/2023,3,488,5/31/2023,6/12/2023,1464,22
SO50628,5455,27904,9/30/2023,4,397,10/2/2023,10/14/2023,1588,4
SO50629,2767,16344,11/10/2023,4,842,11/12/2023,11/24/2023,3368,75
SO50630,5324,19122,6/13/2023,2,986,6/15/2023,6/27/2023,1972,8
SO50631,3841,24503,11/2/2023,5,604,11/4/2023,11/16/2023,3020,53
SO50632,3192,16760,2/18/2023,2,538,2/20/2023,3/4/2023,1076,52
SO50633,2598,10431,11/28/2023,2,335,11/30/2023,12/12/2023,670,91
SO50634,1148,25335,3/6/2023,1,944,3/8/2023,3/20/2023,944,37
SO50635,4846,22588,6/8/2023,2,624,6/10/2023,6/22/2023,1248,57
SO50636,1551,34591,4/9/2023,4,826,4/11/2023,4/23/2023,3304,29
SO50637,726,23116,4/21/2023,1,200,4/23/2023,5/5/2023,200,89
SO50638,2622,34418,9/5/2023,2,123,9/7/2023,9/19/2023,246,59
SO50639,633,28493,1/31/2023,1,693,2/2/2023,2/14/2023,693,12
SO50640,3542,12524,1/17/2023,2,718,1/19/2023,1/31/2023,1436,49
SO50641,1436,28358,12/20/2023,2,204,12/22/2023,1/3/2024,408,79
SO50642,4676,14112,10/13/2023,4,161,10/15/2023,10/27/2023,644,40
SO50643,951,16945,11/18/2023,1,586,11/20/2023,12/2/2023,586,4
SO50644,3253,26254,3/10/2023,1,402,3/12/2023,3/24/2023,402,88
SO50645,3303,15790,10/9/2023,4,756,10/11/2023,10/23/2023,3024,46
SO50646,4321,24252,5/12/2023,5,698,5/14/2023,5/26/2023,3490,5
SO50647,676,15680,4/28/2023,5,104,4/30/2023,5/12/2023,520,97
SO50648,4761,12386,1/26/2023,1,316,1/28/2023,2/9/2023,316,30
SO50649,3899,12970,6/6/2023,2,465,6/8/2023,6/20/2023,930,45
SO50650,4998,28091,11/2/2023,1,534,11/4/2023,11/16/2023,534,75
SO50651,1194,32131,8/27/2023,2,836,8/29/2023,9/10/2023,1672,11
SO50652,3407,25990,6/29/2023,2,777,7/1/2023,7/13/2023,1554,90
SO50653,4927,26195,10/13/2023,4,831,10/15/2023,10/27/2023,3324,17
SO50654,3896,31552,5/30/2023,1,574,6/1/2023,6/13/2023,574,75
SO50655,2025,33548,1/6/2023,2,312,1/8/2023,1/20/2023,624,64
SO50656,3890,21686,10/9/2023,4,793,10/11/2023,10/23/2023,3172,4
SO50657,4363,32485,11/18/2023,5,345,11/20/2023,12/2/2023,1725,46
SO50658,635,32893,11/30/2023,4,208,12/2/2023,12/14/2023,832,87
SO50659,1156,33702,3/25/2023,3,840,3/27/2023,4/8/2023,2520,4
SO50660,2671,17946,9/7/2023,4,676,9/9/2023,9/21/2023,2704,17
SO50661,2364,34905,5/8/2023,3,83,5/10/2023,5/22/2023,249,84
SO50662,3849,19102,7/4/2023,5,981,7/6/2023,7/18/2023,4905,15
SO50663,4327,24842,2/12/2023,2,523,2/14/2023,2/26/2023,1046,22
SO50664,2870,17284,5/7/2023,2,296,5/9/2023,5/21/2023,592,41
SO50665,1444,30134,5/6/2023,2,49,5/8/2023,5/20/2023,98,97
SO50666,1240,21227,11/15/2023,3,644,11/17/2023,11/29/2023,1932,8
SO50667,3050,14149,1/17/2023,3,331,1/19/2023,1/31/2023,993,27
SO50668,3697,25081,11/12/2023,2,545,11/14/2023,11/26/2023,1090,26
SO50669,1299,33357,12/29/2023,4,657,12/31/2023,1/12/2024,2628,15
SO50670,2255,17285,11/28/2023,4,43,11/30/2023,12/12/2023,172,76
SO50671,1395,16235,12/24/2023,1,627,12/26/2023,1/7/2024,627,49
SO50672,4820,21050,2/20/2023,3,658,2/22/2023,3/6/2023,1974,76
SO50673,3664,24762,5/12/2023,1,447,5/14/2023,5/26/2023,447,26
SO50674,2987,28547,1/17/2023,3,642,1/19/2023,1/31/2023,1926,46
SO50675,2184,22241,12/4/2023,4,390,12/6/2023,12/18/2023,1560,70
SO50676,3202,31106,7/12/2023,2,601,7/14/2023,7/26/2023,1202,88
SO50677,3141,24810,8/16/2023,1,930,8/18/2023,8/30/2023,930,52
SO50678,587,28532,6/29/2023,5,414,7/1/2023,7/13/2023,2070,77
SO50679,3890,32369,10/14/2023,3,160,10/16/2023,10/28/2023,480,54
SO50680,3658,14312,10/1/2023,3,469,10/3/2023,10/15/2023,1407,66
SO50681,3229,29046,7/14/2023,1,279,7/16/2023,7/28/2023,279,6
SO50682,4830,33098,3/16/2023,2,838,3/18/2023,3/30/2023,1676,20
SO50683,2641,22253,8/3/2023,1,906,8/5/2023,8/17/2023,906,25
SO50684,4603,14036,5/19/2023,4,176,5/21/2023,6/2/2023,704,50
SO50685,3936,23025,12/23/2023,3,914,12/25/2023,1/6/2024,2742,64
SO50686,5351,28160,4/11/2023,5,226,4/13/2023,4/25/2023,1130,87
SO50687,4516,22193,4/6/2023,2,345,4/8/2023,4/20/2023,690,65
