return_id,order_number,return_date,return_reason,return_amount
80585,SO63401,1/28/2023,Defective,109
80586,SO62454,5/28/2023,Unsatisfied,196
80587,SO54971,11/16/2023,Defective,130
80588,SO76253,2/9/2023,Size Mismatch,374
80589,SO79802,9/14/2023,Size Mismatch,347
80590,SO55933,11/24/2023,Unsatisfied,428
80591,SO59533,12/14/2023,Wrong Item,86
80592,SO76292,1/24/2023,Wrong Item,231
80593,SO67716,3/31/2023,Size Mismatch,496
80594,SO50415,11/24/2023,Unsatisfied,99
80595,SO74699,5/10/2023,Wrong Item,331
80596,SO69887,7/19/2023,Size Mismatch,135
80597,SO65787,1/12/2023,Wrong Item,365
80598,SO73350,5/11/2023,Unsatisfied,421
80599,SO57855,3/31/2023,Size Mismatch,334
80600,SO73981,12/18/2023,Size Mismatch,186
80601,SO58191,3/27/2023,Size Mismatch,373
80602,SO77894,5/16/2023,Unsatisfied,254
80603,SO62284,9/6/2023,Wrong Item,164
80604,SO56201,12/9/2023,Defective,331
80605,SO72558,7/6/2023,Defective,164
80606,SO76449,6/27/2023,Size Mismatch,277
80607,SO72914,9/5/2023,Defective,438
80608,SO68039,2/24/2023,Wrong Item,364
80609,SO60982,9/1/2023,Wrong Item,150
80610,SO66845,3/5/2023,Size Mismatch,435
80611,SO71803,3/1/2023,Unsatisfied,73
80612,SO62557,4/1/2023,Defective,136
80613,SO54344,2/1/2023,Wrong Item,431
80614,SO50148,2/4/2023,Size Mismatch,369
80615,SO69917,10/22/2023,Unsatisfied,375
80616,SO76657,4/3/2023,Wrong Item,153
80617,SO57039,4/10/2023,Defective,160
80618,SO74851,1/19/2023,Unsatisfied,24
80619,SO56488,1/2/2023,Wrong Item,323
80620,SO70832,6/9/2023,Size Mismatch,414
80621,SO50952,4/24/2023,Size Mismatch,450
80622,SO69622,1/31/2023,Size Mismatch,133
80623,SO59965,10/9/2023,Wrong Item,220
80624,SO70636,3/17/2023,Unsatisfied,203
80625,SO57808,7/13/2023,Defective,198
80626,SO52235,8/22/2023,Defective,111
80627,SO60176,12/18/2023,Defective,141
80628,SO79623,1/29/2023,Wrong Item,429
80629,SO71545,10/21/2023,Wrong Item,340
80630,SO58395,9/28/2023,Unsatisfied,494
80631,SO67435,11/2/2023,Wrong Item,175
80632,SO77136,6/6/2023,Defective,166
80633,SO54503,8/27/2023,Size Mismatch,314
80634,SO74195,12/20/2023,Defective,477
80635,SO55694,7/22/2023,Wrong Item,97
80636,SO62353,6/2/2023,Wrong Item,22
80637,SO61829,2/9/2023,Wrong Item,310
80638,SO50761,2/26/2023,Wrong Item,373
80639,SO65015,9/1/2023,Unsatisfied,241
80640,SO56948,3/11/2023,Defective,364
80641,SO59892,4/28/2023,Wrong Item,439
80642,SO64452,12/10/2023,Wrong Item,184
80643,SO54912,2/11/2023,Unsatisfied,327
80644,SO69119,2/7/2023,Unsatisfied,263
80645,SO79389,12/30/2023,Unsatisfied,422
80646,SO55680,6/20/2023,Unsatisfied,66
80647,SO69814,8/21/2023,Size Mismatch,54
80648,SO63310,3/6/2023,Wrong Item,317
80649,SO53434,2/14/2023,Unsatisfied,364
80650,SO70088,4/19/2023,Unsatisfied,370
80651,SO54637,12/1/2023,Wrong Item,334
80652,SO63433,4/24/2023,Wrong Item,355
80653,SO69256,2/15/2023,Defective,394
80654,SO73893,9/22/2023,Unsatisfied,263
80655,SO54892,4/12/2023,Wrong Item,468
80656,SO77445,6/4/2023,Defective,418
80657,SO60685,3/6/2023,Wrong Item,42
80658,SO73837,6/16/2023,Wrong Item,217
80659,SO72366,12/10/2023,Unsatisfied,383
80660,SO64829,4/3/2023,Wrong Item,301
80661,SO63365,5/30/2023,Unsatisfied,455
80662,SO73348,3/18/2023,Unsatisfied,32
80663,SO73361,6/18/2023,Defective,416
80664,SO79368,12/20/2023,Unsatisfied,313
80665,SO78665,4/2/2023,Unsatisfied,250
80666,SO59063,6/20/2023,Size Mismatch,332
80667,SO54655,10/25/2023,Unsatisfied,360
80668,SO77559,11/19/2023,Size Mismatch,187
80669,SO60831,1/25/2023,Unsatisfied,110
80670,SO55551,8/28/2023,Wrong Item,254
80671,SO79252,2/23/2023,Wrong Item,474
80672,SO51497,2/18/2023,Wrong Item,136
80673,SO78919,11/12/2023,Wrong Item,189
80674,SO59803,1/4/2023,Unsatisfied,374
80675,SO57648,12/11/2023,Size Mismatch,136
80676,SO77256,8/29/2023,Unsatisfied,253
80677,SO73176,8/29/2023,Size Mismatch,469
80678,SO62359,9/21/2023,Size Mismatch,120
80679,SO62836,11/9/2023,Size Mismatch,321
80680,SO61741,2/26/2023,Size Mismatch,79
80681,SO78742,8/7/2023,Wrong Item,149
80682,SO59473,11/3/2023,Unsatisfied,398
80683,SO69904,12/7/2023,Defective,450
80684,SO78660,12/4/2023,Wrong Item,136
80685,SO51423,9/1/2023,Unsatisfied,397
80686,SO63857,12/30/2023,Unsatisfied,363
80687,SO70229,6/23/2023,Defective,460
80688,SO59074,8/19/2023,Wrong Item,290
80689,SO72824,6/9/2023,Wrong Item,218
80690,SO76542,4/25/2023,Size Mismatch,373
80691,SO57506,3/20/2023,Wrong Item,107
80692,SO78464,1/18/2023,Wrong Item,467
80693,SO61687,1/15/2023,Size Mismatch,188
80694,SO51322,10/24/2023,Unsatisfied,69
80695,SO71406,5/1/2023,Unsatisfied,45
80696,SO69909,11/23/2023,Wrong Item,371
80697,SO72230,8/11/2023,Unsatisfied,69
80698,SO57969,4/20/2023,Wrong Item,182
80699,SO66890,7/28/2023,Size Mismatch,193
80700,SO67448,12/6/2023,Size Mismatch,146
80701,SO74274,11/23/2023,Defective,21
80702,SO74033,3/4/2023,Unsatisfied,282
80703,SO65444,10/21/2023,Defective,441
80704,SO53305,11/12/2023,Wrong Item,489
80705,SO72165,4/5/2023,Wrong Item,211
80706,SO68638,5/14/2023,Size Mismatch,77
80707,SO57577,3/12/2023,Unsatisfied,68
80708,SO69707,7/4/2023,Size Mismatch,83
80709,SO69208,10/18/2023,Wrong Item,202
80710,SO69276,10/3/2023,Wrong Item,362
80711,SO70193,10/10/2023,Unsatisfied,400
80712,SO52264,7/23/2023,Wrong Item,93
80713,SO57623,10/8/2023,Defective,121
80714,SO75657,12/16/2023,Defective,208
80715,SO69491,5/25/2023,Wrong Item,289
80716,SO73926,4/12/2023,Unsatisfied,246
80717,SO64319,11/1/2023,Unsatisfied,212
80718,SO68053,6/19/2023,Defective,171
80719,SO74559,10/8/2023,Defective,317
80720,SO54799,11/15/2023,Defective,350
80721,SO54425,3/10/2023,Wrong Item,439
80722,SO55821,8/7/2023,Unsatisfied,37
80723,SO67360,9/18/2023,Unsatisfied,186
80724,SO64873,9/30/2023,Wrong Item,290
80725,SO55591,8/9/2023,Wrong Item,411
80726,SO73436,7/15/2023,Unsatisfied,158
80727,SO79903,7/16/2023,Wrong Item,272
80728,SO69783,4/6/2023,Size Mismatch,293
80729,SO69177,5/1/2023,Size Mismatch,279
80730,SO67330,4/15/2023,Wrong Item,149
80731,SO53273,9/17/2023,Size Mismatch,212
80732,SO64573,4/22/2023,Size Mismatch,372
80733,SO79749,10/22/2023,Defective,90
80734,SO71704,12/8/2023,Defective,169
80735,SO68297,8/5/2023,Size Mismatch,495
80736,SO52218,8/12/2023,Unsatisfied,72
80737,SO71260,3/3/2023,Wrong Item,155
80738,SO70349,2/22/2023,Unsatisfied,217
80739,SO64841,4/4/2023,Size Mismatch,30
80740,SO52307,3/5/2023,Size Mismatch,175
80741,SO78427,3/28/2023,Size Mismatch,202
80742,SO76145,2/19/2023,Wrong Item,383
80743,SO57630,12/26/2023,Unsatisfied,286
80744,SO66471,2/26/2023,Unsatisfied,477
80745,SO79533,5/13/2023,Unsatisfied,497
80746,SO56623,12/2/2023,Defective,447
80747,SO65836,5/25/2023,Unsatisfied,313
80748,SO66485,7/24/2023,Size Mismatch,291
80749,SO67997,10/30/2023,Size Mismatch,455
80750,SO62016,10/26/2023,Size Mismatch,197
80751,SO79981,10/4/2023,Defective,475
80752,SO73010,6/19/2023,Wrong Item,306
80753,SO65914,11/22/2023,Unsatisfied,153
80754,SO78246,10/9/2023,Size Mismatch,97
80755,SO53595,3/6/2023,Defective,65
80756,SO66224,4/20/2023,Defective,143
80757,SO54102,12/8/2023,Defective,403
80758,SO61040,10/18/2023,Wrong Item,373
80759,SO79196,9/16/2023,Wrong Item,312
80760,SO76748,12/16/2023,Defective,488
80761,SO58736,8/1/2023,Size Mismatch,384
80762,SO72039,9/24/2023,Unsatisfied,293
80763,SO51882,5/17/2023,Unsatisfied,315
80764,SO60966,2/17/2023,Wrong Item,432
80765,SO61752,5/12/2023,Wrong Item,25
80766,SO72477,3/17/2023,Unsatisfied,248
80767,SO66961,2/25/2023,Wrong Item,246
80768,SO62598,6/30/2023,Unsatisfied,196
80769,SO69960,11/18/2023,Wrong Item,114
80770,SO63997,2/23/2023,Defective,139
80771,SO76499,4/13/2023,Unsatisfied,285
80772,SO69764,7/5/2023,Defective,478
80773,SO66210,1/12/2023,Defective,423
80774,SO73019,8/7/2023,Defective,326
80775,SO78382,7/24/2023,Defective,329
80776,SO61477,2/14/2023,Size Mismatch,154
80777,SO63050,7/3/2023,Defective,465
80778,SO62179,5/17/2023,Wrong Item,407
80779,SO54178,8/1/2023,Defective,157
80780,SO54234,10/22/2023,Unsatisfied,122
80781,SO70230,9/29/2023,Size Mismatch,204
80782,SO67999,8/28/2023,Size Mismatch,280
80783,SO71830,6/12/2023,Unsatisfied,419
80784,SO73641,11/19/2023,Unsatisfied,85
80785,SO63992,5/15/2023,Size Mismatch,401
80786,SO75941,6/30/2023,Size Mismatch,350
80787,SO78709,5/7/2023,Wrong Item,74
80788,SO63906,12/31/2023,Unsatisfied,306
80789,SO64099,12/7/2023,Size Mismatch,419
80790,SO60737,10/29/2023,Size Mismatch,281
80791,SO72894,2/2/2023,Wrong Item,217
80792,SO55586,5/17/2023,Size Mismatch,492
80793,SO67936,3/7/2023,Size Mismatch,236
80794,SO73759,11/3/2023,Defective,20
80795,SO79807,11/27/2023,Wrong Item,79
80796,SO70246,3/10/2023,Wrong Item,48
80797,SO62471,9/6/2023,Unsatisfied,278
80798,SO57256,6/24/2023,Size Mismatch,41
80799,SO59927,11/18/2023,Unsatisfied,365
80800,SO52281,7/7/2023,Defective,196
80801,SO76324,4/26/2023,Defective,392
80802,SO53613,4/19/2023,Defective,486
80803,SO74580,6/10/2023,Size Mismatch,424
80804,SO54526,6/3/2023,Defective,311
80805,SO69544,1/27/2023,Defective,388
80806,SO65217,4/16/2023,Size Mismatch,242
80807,SO74992,12/12/2023,Size Mismatch,137
80808,SO63345,4/15/2023,Size Mismatch,409
80809,SO50234,11/10/2023,Wrong Item,98
80810,SO68787,10/8/2023,Wrong Item,50
80811,SO59078,11/7/2023,Defective,110
80812,SO66024,6/3/2023,Size Mismatch,341
80813,SO57360,10/21/2023,Unsatisfied,253
80814,SO69022,6/3/2023,Wrong Item,26
80815,SO52923,2/21/2023,Wrong Item,191
80816,SO56005,11/18/2023,Unsatisfied,70
80817,SO62599,3/19/2023,Unsatisfied,76
80818,SO63918,1/19/2023,Defective,233
80819,SO60985,7/19/2023,Size Mismatch,128
80820,SO53590,1/6/2023,Defective,283
80821,SO52432,8/5/2023,Defective,136
80822,SO65800,3/4/2023,Wrong Item,222
80823,SO66501,11/21/2023,Defective,235
80824,SO64986,6/17/2023,Defective,221
80825,SO70174,8/22/2023,Unsatisfied,284
80826,SO68868,1/18/2023,Size Mismatch,317
80827,SO50274,11/29/2023,Wrong Item,221
80828,SO78678,9/26/2023,Unsatisfied,74
80829,SO53800,8/8/2023,Defective,311
80830,SO67420,2/1/2023,Unsatisfied,298
80831,SO66156,2/14/2023,Wrong Item,59
80832,SO78466,10/27/2023,Unsatisfied,486
80833,SO70110,5/8/2023,Unsatisfied,278
80834,SO60885,1/22/2023,Defective,225
80835,SO54440,1/1/2024,Defective,303
80836,SO50986,2/8/2023,Unsatisfied,464
80837,SO57832,11/21/2023,Size Mismatch,440
80838,SO53739,2/2/2023,Unsatisfied,328
80839,SO74483,7/9/2023,Unsatisfied,439
80840,SO70507,11/13/2023,Wrong Item,141
80841,SO69955,8/2/2023,Unsatisfied,198
80842,SO59033,5/8/2023,Size Mismatch,20
80843,SO61676,12/6/2023,Defective,302
80844,SO72084,9/27/2023,Unsatisfied,102
80845,SO68448,11/15/2023,Unsatisfied,128
80846,SO73707,1/11/2023,Unsatisfied,43
80847,SO64942,10/2/2023,Wrong Item,69
80848,SO77878,12/6/2023,Wrong Item,306
80849,SO73403,11/10/2023,Unsatisfied,117
80850,SO55270,11/8/2023,Size Mismatch,187
80851,SO56693,1/8/2023,Size Mismatch,330
80852,SO71201,12/19/2023,Size Mismatch,313
80853,SO60580,10/8/2023,Defective,140
80854,SO56069,5/11/2023,Unsatisfied,362
80855,SO70924,3/12/2023,Unsatisfied,207
80856,SO61355,2/28/2023,Size Mismatch,451
80857,SO67459,9/21/2023,Wrong Item,304
80858,SO67401,7/7/2023,Wrong Item,253
80859,SO57888,5/12/2023,Unsatisfied,101
80860,SO50310,1/19/2023,Wrong Item,476
80861,SO60991,6/28/2023,Wrong Item,320
80862,SO73765,1/25/2023,Unsatisfied,260
80863,SO62070,5/6/2023,Unsatisfied,479
80864,SO56005,4/22/2023,Defective,221
80865,SO56448,2/22/2023,Defective,196
80866,SO70357,11/15/2023,Unsatisfied,40
80867,SO72785,5/23/2023,Wrong Item,143
80868,SO79026,11/21/2023,Unsatisfied,183
80869,SO77679,1/2/2023,Wrong Item,175
80870,SO50653,3/31/2023,Wrong Item,381
80871,SO56650,12/18/2023,Wrong Item,27
80872,SO67155,5/15/2023,Wrong Item,281
80873,SO61464,10/1/2023,Unsatisfied,403
80874,SO69300,9/24/2023,Defective,274
80875,SO57032,7/21/2023,Size Mismatch,366
80876,SO75771,4/3/2023,Unsatisfied,72
80877,SO66659,11/25/2023,Wrong Item,335
80878,SO54085,5/14/2023,Unsatisfied,131
80879,SO52332,6/30/2023,Size Mismatch,78
80880,SO66646,12/29/2023,Wrong Item,393
80881,SO56541,10/9/2023,Defective,226
80882,SO77922,12/7/2023,Unsatisfied,53
80883,SO54588,6/20/2023,Unsatisfied,75
80884,SO64645,12/14/2023,Defective,362
80885,SO67697,5/4/2023,Size Mismatch,418
80886,SO58836,8/5/2023,Defective,365
80887,SO76553,4/28/2023,Size Mismatch,104
80888,SO78814,1/10/2023,Defective,451
80889,SO78250,6/12/2023,Wrong Item,328
80890,SO78889,6/23/2023,Wrong Item,176
80891,SO74652,4/27/2023,Unsatisfied,226
80892,SO77016,5/25/2023,Size Mismatch,453
80893,SO68495,1/9/2023,Size Mismatch,25
80894,SO71850,5/29/2023,Size Mismatch,247
80895,SO70238,6/29/2023,Defective,39
80896,SO69681,12/9/2023,Size Mismatch,499
80897,SO73601,9/24/2023,Unsatisfied,84
80898,SO51473,11/2/2023,Wrong Item,456
80899,SO51783,6/29/2023,Wrong Item,445
80900,SO74828,5/21/2023,Unsatisfied,214
80901,SO50962,10/3/2023,Wrong Item,320
80902,SO56485,1/31/2023,Wrong Item,433
80903,SO67146,8/5/2023,Wrong Item,133
80904,SO65811,6/4/2023,Unsatisfied,447
80905,SO78049,7/22/2023,Unsatisfied,443
80906,SO59440,1/31/2023,Wrong Item,85
80907,SO65025,2/18/2023,Unsatisfied,225
80908,SO60072,6/6/2023,Defective,312
80909,SO55429,5/14/2023,Unsatisfied,101
80910,SO61475,5/4/2023,Size Mismatch,493
80911,SO63120,3/17/2023,Unsatisfied,489
80912,SO56469,4/15/2023,Size Mismatch,59
80913,SO73730,5/1/2023,Size Mismatch,421
80914,SO59919,1/10/2023,Defective,185
80915,SO73490,8/26/2023,Size Mismatch,96
80916,SO50670,4/3/2023,Unsatisfied,473
80917,SO50543,9/20/2023,Size Mismatch,452
80918,SO54966,1/20/2023,Size Mismatch,302
80919,SO50010,7/16/2023,Size Mismatch,192
80920,SO51962,4/8/2023,Unsatisfied,136
80921,SO66840,6/16/2023,Unsatisfied,82
80922,SO57800,9/9/2023,Size Mismatch,390
80923,SO62622,6/29/2023,Wrong Item,148
80924,SO75008,10/26/2023,Wrong Item,210
80925,SO75220,10/25/2023,Defective,352
80926,SO63676,12/6/2023,Wrong Item,215
80927,SO56995,2/23/2023,Unsatisfied,340
80928,SO69831,11/2/2023,Unsatisfied,378
80929,SO54582,12/21/2023,Wrong Item,480
80930,SO54518,5/12/2023,Wrong Item,322
80931,SO72866,6/15/2023,Unsatisfied,402
80932,SO71920,9/13/2023,Wrong Item,66
80933,SO70877,12/29/2023,Wrong Item,394
80934,SO73560,11/9/2023,Unsatisfied,221
80935,SO56476,7/30/2023,Wrong Item,172
80936,SO66210,10/30/2023,Defective,230
80937,SO57054,4/19/2023,Unsatisfied,482
80938,SO55889,9/5/2023,Unsatisfied,29
80939,SO74150,10/20/2023,Size Mismatch,408
80940,SO77057,9/11/2023,Defective,486
80941,SO79330,1/5/2023,Defective,107
80942,SO75128,6/24/2023,Wrong Item,207
80943,SO61036,8/6/2023,Wrong Item,472
80944,SO63119,5/19/2023,Wrong Item,266
80945,SO56752,10/28/2023,Size Mismatch,149
80946,SO58859,6/9/2023,Unsatisfied,313
80947,SO64894,4/9/2023,Wrong Item,436
80948,SO79091,3/16/2023,Wrong Item,353
80949,SO53215,10/25/2023,Unsatisfied,132
80950,SO61071,2/10/2023,Wrong Item,485
80951,SO63957,7/17/2023,Defective,22
80952,SO74393,1/17/2023,Size Mismatch,377
80953,SO59551,3/5/2023,Defective,91
80954,SO59395,3/16/2023,Wrong Item,234
80955,SO64716,4/21/2023,Size Mismatch,243
80956,SO52543,10/20/2023,Wrong Item,343
80957,SO62315,3/13/2023,Defective,353
80958,SO56104,2/18/2023,Unsatisfied,102
80959,SO71819,4/26/2023,Unsatisfied,134
80960,SO50957,5/6/2023,Defective,310
80961,SO77726,3/13/2023,Defective,353
80962,SO70721,7/21/2023,Wrong Item,61
80963,SO66221,7/12/2023,Defective,63
80964,SO58496,4/29/2023,Size Mismatch,31
80965,SO71672,1/26/2023,Size Mismatch,322
80966,SO75407,5/6/2023,Wrong Item,57
80967,SO69030,3/22/2023,Defective,390
80968,SO78663,11/14/2023,Size Mismatch,451
80969,SO67632,6/15/2023,Unsatisfied,384
80970,SO63359,5/27/2023,Wrong Item,397
80971,SO70082,3/10/2023,Size Mismatch,480
80972,SO51630,1/18/2023,Unsatisfied,261
80973,SO61375,10/31/2023,Defective,68
80974,SO71393,7/9/2023,Wrong Item,220
80975,SO66923,9/13/2023,Unsatisfied,405
80976,SO60952,1/27/2023,Unsatisfied,446
80977,SO71223,7/20/2023,Defective,424
80978,SO67814,7/26/2023,Defective,56
80979,SO57068,7/22/2023,Unsatisfied,433
80980,SO68414,4/1/2023,Unsatisfied,495
80981,SO60007,3/2/2023,Unsatisfied,71
80982,SO62397,5/6/2023,Size Mismatch,89
80983,SO56282,2/16/2023,Wrong Item,271
80984,SO60380,12/31/2023,Wrong Item,133
80985,SO55067,5/15/2023,Size Mismatch,151
80986,SO50210,12/19/2023,Wrong Item,219
80987,SO74379,4/18/2023,Wrong Item,53
80988,SO57180,11/19/2023,Wrong Item,348
80989,SO68114,7/30/2023,Wrong Item,336
80990,SO53147,7/2/2023,Unsatisfied,239
80991,SO79834,4/11/2023,Size Mismatch,272
80992,SO67865,3/6/2023,Unsatisfied,106
80993,SO65838,6/11/2023,Wrong Item,185
80994,SO57410,1/6/2023,Unsatisfied,455
80995,SO72330,3/15/2023,Unsatisfied,394
80996,SO73511,3/8/2023,Defective,175
80997,SO62342,10/19/2023,Size Mismatch,432
80998,SO53523,7/31/2023,Wrong Item,375
80999,SO75959,10/30/2023,Unsatisfied,290
81000,SO77063,7/7/2023,Defective,196
81001,SO76077,8/31/2023,Wrong Item,56
81002,SO65299,11/16/2023,Defective,342
81003,SO69800,1/25/2023,Defective,339
81004,SO54724,11/24/2023,Wrong Item,359
81005,SO56193,8/20/2023,Defective,201
81006,SO71714,1/31/2023,Unsatisfied,461
81007,SO59689,12/26/2023,Size Mismatch,462
81008,SO70495,12/11/2023,Wrong Item,166
81009,SO58004,6/8/2023,Size Mismatch,74
81010,SO73022,3/16/2023,Wrong Item,21
81011,SO72446,3/14/2023,Size Mismatch,497
81012,SO60378,5/20/2023,Defective,157
81013,SO67391,12/11/2023,Defective,397
81014,SO50118,2/23/2023,Size Mismatch,462
81015,SO52147,1/13/2023,Unsatisfied,33
81016,SO74689,6/17/2023,Size Mismatch,67
81017,SO58091,4/21/2023,Defective,35
81018,SO72040,12/31/2023,Defective,33
81019,SO65986,2/18/2023,Wrong Item,399
81020,SO52057,8/21/2023,Size Mismatch,252
81021,SO72732,5/11/2023,Size Mismatch,144
81022,SO66035,7/6/2023,Defective,294
81023,SO70970,3/16/2023,Unsatisfied,350
81024,SO52435,7/20/2023,Size Mismatch,232
81025,SO67565,11/5/2023,Defective,176
81026,SO50715,3/12/2023,Wrong Item,453
81027,SO67138,4/9/2023,Wrong Item,110
81028,SO63589,10/26/2023,Wrong Item,246
81029,SO55252,10/17/2023,Size Mismatch,167
81030,SO77416,10/11/2023,Defective,133
81031,SO66120,5/14/2023,Defective,297
81032,SO68114,12/8/2023,Defective,178
81033,SO78110,8/31/2023,Defective,452
81034,SO60257,11/28/2023,Wrong Item,162
81035,SO67680,5/5/2023,Unsatisfied,467
81036,SO57074,4/4/2023,Defective,325
81037,SO76152,8/12/2023,Wrong Item,121
81038,SO57222,1/9/2023,Size Mismatch,365
81039,SO62115,5/4/2023,Wrong Item,336
81040,SO67707,2/16/2023,Defective,223
81041,SO59455,7/1/2023,Wrong Item,295
81042,SO65820,8/3/2023,Unsatisfied,38
81043,SO60160,3/29/2023,Size Mismatch,321
81044,SO58638,4/16/2023,Defective,96
81045,SO76906,1/20/2023,Size Mismatch,185
81046,SO58099,6/10/2023,Size Mismatch,235
81047,SO78295,4/8/2023,Size Mismatch,89
81048,SO57307,7/16/2023,Defective,343
81049,SO76438,7/13/2023,Size Mismatch,447
81050,SO67822,5/18/2023,Defective,224
81051,SO68332,1/18/2023,Defective,116
81052,SO72455,1/24/2023,Defective,478
81053,SO69517,1/21/2023,Unsatisfied,147
81054,SO64366,1/13/2023,Size Mismatch,303
81055,SO79956,6/21/2023,Defective,222
81056,SO60791,4/26/2023,Size Mismatch,195
81057,SO56331,3/2/2023,Size Mismatch,79
81058,SO65289,7/10/2023,Wrong Item,459
81059,SO77008,11/16/2023,Wrong Item,119
81060,SO70667,12/3/2023,Size Mismatch,430
81061,SO58500,3/17/2023,Defective,298
81062,SO51128,4/7/2023,Size Mismatch,218
81063,SO57255,10/29/2023,Unsatisfied,423
81064,SO71018,1/27/2023,Defective,166
81065,SO64332,4/3/2023,Unsatisfied,204
81066,SO60537,5/30/2023,Wrong Item,176
81067,SO52346,2/4/2023,Defective,356
81068,SO58436,2/10/2023,Defective,489
81069,SO55613,6/15/2023,Unsatisfied,137
81070,SO69828,11/13/2023,Defective,95
80004,SO54133,4/15/2023,Wrong Item,352
80005,SO57191,6/25/2023,Wrong Item,189
80006,SO79183,8/3/2023,Unsatisfied,318
80007,SO57130,10/16/2023,Defective,26
80008,SO69636,7/21/2023,Defective,144
80009,SO53309,9/18/2023,Defective,267
80010,SO60495,12/8/2023,Defective,434
80011,SO56127,5/13/2023,Unsatisfied,212
80012,SO50563,9/14/2023,Unsatisfied,290
80013,SO55145,3/11/2023,Wrong Item,377
80014,SO79159,12/23/2023,Size Mismatch,110
80015,SO63273,11/19/2023,Wrong Item,468
80016,SO66950,6/1/2023,Unsatisfied,271
80017,SO76939,3/28/2023,Unsatisfied,256
81085,SO55361,6/22/2023,Unsatisfied,199
81086,SO73173,1/12/2023,Unsatisfied,33
81087,SO52283,3/29/2023,Wrong Item,462
81088,SO71611,9/2/2023,Unsatisfied,128
81089,SO69069,7/22/2023,Unsatisfied,85
81090,SO71360,3/5/2023,Size Mismatch,279
81091,SO58254,2/17/2023,Wrong Item,117
81092,SO56226,8/13/2023,Wrong Item,64
81093,SO78573,10/24/2023,Wrong Item,456
81094,SO66999,5/28/2023,Wrong Item,173
81095,SO66156,4/5/2023,Unsatisfied,159
81096,SO64338,7/17/2023,Size Mismatch,24
81097,SO76820,8/30/2023,Unsatisfied,347
81098,SO58011,7/19/2023,Defective,362
81099,SO54240,3/3/2023,Unsatisfied,22
81100,SO67133,11/20/2023,Wrong Item,148
81101,SO59855,12/19/2023,Wrong Item,489
81102,SO58560,9/25/2023,Wrong Item,139
81103,SO59428,8/22/2023,Defective,206
81104,SO51648,8/8/2023,Size Mismatch,202
81105,SO54839,11/16/2023,Size Mismatch,80
81106,SO52603,6/16/2023,Defective,470
